quarterly,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,SPA,GER,GER,GER,GER,GER,GER,GER,GER,GER,GER,GER,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,UK,UK,UK,UK,UK,UK,UK,UK,UK,UK,UK,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,SAF,SAF,SAF,SAF,SAF,SAF,SAF,SAF,SAF,SAF,SAF,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,CEL,CEL,CEL,CEL,CEL,CEL,CEL
,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,LI OIS,LI Pocket,LI Utility,SH OIS ,GDP,UNEMP,BCI,CCI,CLI,BTS,ST OIS,GDP,UNEMP,BCI,CCI,CLI,BTS
12/30/10,32022026.14,69353625.82,60746366.85,8607258.97,33698052.26,16493579.91,9.16,100.9641,98.19438333,99.91955333,0,14366481.72,3319973.15,2919283.53,400689.62,5556181.56,2605908.994,9.1,100.8302333,99.23991,101.1132667,0,12702276.72,10297360.38,10208064.54,89295.8336,7154987.264,2901998.127,6.182971951,102.1478333,102.6350667,101.7570333,1,6060945.104,3754214.258,3753566.87,647.3872383,2014418.603,1954360.94,5.2667,101.1955333,99.32417,100.7966333,0,3534705,8290775,8143480,147295,4622640,2336966.176,8.6,100.8485,98.68253667,101.4545,0,3421411,2071700,1947576,124124,1349502,1624619.608,20.1,99.93867,98.17197333,100.1657667,0,3037434,3639274,2998996,640278,296482,3622077.519,6.4,102.1109333,101.7245,102.7062333,0,721128.6364,392152.2727,385349.0909,6803.181818,836835.2273,893697.0106,9.3,100.1989333,99.60247333,,0,3931481.319,72569.23077,71567.03297,1002.197802,2818968.132,2520457.243,7.7,100.8485667,98.57687333,101.0585,0,3041725.138,6874218.283,6529757.526,344460.7566,3125324.191,1452984.226,7.1408,101.2053333,99.41083333,100.9850667,0,5318182.882,641580.5884,590600.1178,50980.47059,704562.1764,631720.3241,23.7549,99.86055333,,99.91474667,1,5399616.33,4917603.681,4876368.741,41234.93976,1555147.59,984864.2924,4.846,100.07075,101.0754333,100.6703667,1,254204.7179,533583.3205,475278.5513,58304.76923,1843845.218,3284867.589,5.7107,102.3898667,,101.9261333,0,0,5247274.98,,101.4013333,,,
3/30/11,36348061.06,64815756.24,59800024.12,5015732.121,35778081.85,16453922.54,9.5024,101.3047333,98.43764667,100.3028667,0,16516864.99,3605629.7,3321835,283794.7,5668460.95,2632839.911,9.2,101.4524667,98.91031333,101.4627333,0,5619425.357,11413796.32,11341139.15,72657.16397,6031286.01,2933326.229,6.068490035,102.0439333,102.5302,101.7680333,0,9458037.437,3901172.33,3890823.802,10348.52766,1982915.898,1969510.985,5.1203,102.1469,99.41713667,100.4093667,0,3777634,4862976,4725790,137186,5445890,2344933.186,8.6,101.0918667,98.59269,101.7695333,0,4791788,2875128,2726761,148367,1891131,1622085.607,21.1,100.0713267,98.10796667,100.1617667,0,2042172,2486240,2316849,169391,259160,3691800.204,6.6,102.5746667,101.8570333,102.7707333,0,995037.2727,294300.4545,275660.2273,18640.22727,748082.0455,905242.4673,10.1,100.3863333,99.53063333,,0,4637018.681,124843.956,122715.3846,2128.571429,1970128.571,2536323.014,7.7,101.3405,97.96105333,100.6139333,0,2680579.388,6060824.875,5781025.961,279798.9145,3203041.303,1463959.299,8.1543,101.0789333,99.85163333,101.0072,0,4053076.802,666270.9226,622091.3865,44179.53616,867082.844,637724.5467,24.7105,100.2663333,,100.1940333,0,2275267.469,3791042.168,3757610.24,33431.92771,1551039.759,982228.7977,5.4131,100.6207,100.4681,100.5532667,0,315046.0128,384460.9231,309750.8974,74710.02564,1655701.949,3307558.591,5.9146,102.0698667,,103.1633333,0,0,5343334.455,,101.0791667,,,
6/30/11,61751645.35,76617431.17,69441281.77,7176149.394,45075490.34,16571563.7,8.9104,100.6596,98.09344,99.98623333,1,43528903.16,4263006.02,3929945.63,333060.39,6636450.14,2633910.743,8.4,101.2696667,98.72241667,101.1554667,1,3048651.695,10183083.86,10094996.75,88087.11435,6875479.073,2969669.874,5.952073982,101.7492,102.2156,101.3640667,0,17508647.94,3466990.851,3452295.084,14695.76766,2199993.992,1979172.587,5.2124,101.4597,99.31387,100.2833667,1,5062148,4371347,4263236,108111,6948016,2347739.432,7.8,100.7726,98.24975,101.5080333,1,7020540,1964638,1846591,118047,1961047,1616945.377,20.7,99.77473667,98.30189667,100.04152,1,2971454,3106374,2832508,273866,420005,3695306.097,5.8,102.3417667,101.5165,102.0300333,1,1781844.318,330325,324557.9545,5767.045455,935428.8636,917001.4944,9.5,100.2755,99.16965667,,1,5585946.154,126651.6484,124572.5275,2079.120879,2583319.78,2538845.7,7.8,101.1663,98.03166667,99.91893333,1,6131646.586,6915358.553,6541696.658,373661.8947,3345653.362,1466811.187,7.557,101.0368667,99.68376667,100.4335667,1,3135090.182,621384.1367,558682.6591,62701.47765,994732.714,641391.1548,25.4296,100.1259633,,99.93945,0,2581463.855,3511209.639,3471151.807,40057.83133,1417551.205,993741.0709,4.9291,99.88864,100.05147,100.0916967,0,743787.2051,428162.3718,375097.0513,53065.32051,1494954.436,3352397.587,5.6874,102.0937667,,103.5314333,0,0,5408077.827,,100.6862,,,
9/30/11,73625745.68,68702091.9,62264542.01,6437549.896,48518110.65,16566960.34,9.0584,99.93209333,96.97476667,99.25786333,1,26696926.61,3168972.97,2878953.94,290019.03,6758490.61,2641471.616,8.3,100.4456333,98.33828667,100.6658,1,6775387.494,9870293.331,9776592.607,93700.72432,6501628.628,2969077.761,5.665116843,100.8425667,102.2206667,100.6719333,0,9719406.032,3916211.939,3915445.167,766.7722638,2205933.06,2017277.764,5.5178,100.9483333,99.46881,100.0331233,0,3716214,4628780,4466179,162601,6326585,2336699.147,7.6,100.1174133,97.92941667,100.7773667,1,8766407,2301500,2189375,112125,2247206,1606466.29,21.3,99.41515,98.13966333,99.82231667,1,2315664,3305832,3150548,155284,249020,3727246.008,5.7,101.5020333,100.9095667,100.7881333,0,2662101.818,481036.5909,437936.3636,43100.22727,926417.5,929150.4459,9.3,99.79598,99.33001667,,1,6148336.264,85678.02198,84164.83516,1513.186813,2676793.407,2546719.195,8.5,100.4247333,97.64645,98.95273667,1,6188378.447,6943185.013,6626907.664,316277.3487,3411920.691,1487047.894,7.4179,101.2070333,98.97376667,99.8072,1,3088659.547,721784.1339,675920.2974,45863.83646,956485.5596,643304.0791,24.8188,99.57383,,99.71762333,0,3100076.384,3985541.566,3932659.639,52881.92771,1379672.139,1007160.475,5.0198,99.52791,99.33441667,99.54655667,0,831770.9615,716263.9231,641598.2051,74665.71795,1920047.59,3400279.035,5.2751,101.7109333,,103.2510667,1,0,5407869.405,,100.11546,,,
12/30/11,28879615.04,70718978.44,64301523.71,6417454.736,38005281.74,16759018.62,8.3286,99.75572667,97.46579,99.29951667,0,15875124.3,3923498.51,3533411.78,390086.73,5369659.71,2647866.582,9.3,99.83534333,97.85951333,100.1932,0,14454513.43,11956269.28,11822105.62,134163.6596,7302935.282,2978658.66,5.71749053,100.5916333,102.2176,100.4707667,1,6048267.935,3864730.301,3807804.959,56925.34219,2466129.024,2031585.661,4.8319,101.2439333,99.36838667,99.92078333,0,3518698,7985849,7820625,165224,4643605,2316055.552,9.5,99.66975333,97.73546,99.95643667,0,3012619,2172318,2045048,127270,1495682,1596047.393,22.6,99.14922667,98.10253667,99.61953333,0,2848698,4040185,3261168,779017,259463,3717118.401,5.3,101.0309667,100.4967,100.0178167,0,535430.9091,428011.5909,369453.8636,58557.72727,919537.9545,936707.1448,9.8,99.74664333,99.07808667,,0,4808016.484,93041.75824,91752.74725,1289.010989,2668367.033,2551453.473,8.2,99.69688333,97.26904,98.14848333,0,3039929.941,6413706.197,6184869.842,228836.3553,3278046.895,1498758.594,6.9237,101.0404667,98.6111,99.56578333,0,6476983.632,646067.1521,568237.6883,77829.46378,1003754.37,648207.377,23.6021,99.57937,,99.96817667,1,5267686.746,4852851.807,4803994.578,48857.22892,1433991.566,1018667.6,4.9636,99.68868333,99.67361,99.34602667,1,376419.6026,662473.0769,570936.7179,91536.35897,1654900.564,3443701.216,5.3643,101.0421333,,102.9469333,0,0,5495956.182,,99.99044,,,
3/30/12,41612031.94,71568615.7,66080986.78,5487628.918,49006631.13,16890240.53,8.6325,100.05557,98.63807333,99.82849,0,16638836.94,4107992.68,3707854.29,400138.39,6399737.66,2650979,9.6,99.68791667,98.39320667,99.91485667,0,5772591.792,11200180,11094904.36,105275.6435,6361612.252,2978087.323,7.7453,100.6952333,102.5953333,100.7107,0,9824480.879,4165240.732,4148853.778,16386.95437,2621693.271,2044373.77,4.8833,101.9426,99.81474333,100.1356667,0,3635123,5360251,5160567,199684,5410520,2289949.5,10.9,99.46429333,97.92959333,99.27192,0,4820861,3121249,2957184,164065,2229323,1581090.167,24.2,99.22612333,97.67316333,99.19952333,0,2470708,3213775,2972183,241592,360234,3724519.278,5.8,101.0594667,100.7295,99.90266,0,1246803.409,490154.7727,476890.2273,13264.54545,923932.9545,938093.1639,10.5,99.83368,99.01758333,,0,4780453.846,47705.49451,44709.89011,2995.604396,2495403.297,2567873.555,8.2,100.2531333,97.56016333,97.88121667,0,3096426.322,7091079.763,6574384.941,516694.8224,3616570.059,1499719.108,7.8649,100.9181333,98.82896667,99.55645667,0,3653870.323,731808.7784,684081.1504,47727.62796,1256871.576,650800.7493,24.8998,100.1553367,,100.2084667,0,2483061.692,3630595.669,3596190.807,34404.86145,1569851.146,1028208.4,5.6019,99.88384333,99.62508333,99.42223333,0,515274.6923,684206.2436,573583.4872,110622.7564,1707343.179,3488548.471,5.5477,100.6247333,,102.3231333,0,0,5571840.237,,99.95785667,,,
6/30/12,65244717.52,76744873.6,68846103.34,7898770.26,45640263.21,16962902.6,8.0305,99.88573333,98.73517,99.82144,1,50297324.51,4318964.27,3907094.05,411870.22,6611122.73,2645784.966,9,99.48893,99.13604,99.67211333,1,3374281.035,9938163.353,9880858.627,57304.72601,7162165.609,3000170.648,7.3732,100.5814667,103.0841,100.7145667,0,18969917.17,4007755.753,3976632.931,31122.82179,2568150.833,2061448.531,4.77,101.6925,100.1511333,100.0605467,1,4992824,4873104,4698805,174299,7068114,2272235.104,10.5,98.98458333,97.35215667,98.60651333,1,6601841,2101976,1972107,129869,1983817,1565892.18,24.4,99.03383333,96.83899,98.45651,1,3265322,3138276,2845793,292483,461040,3730751.695,5.3,100.3871667,100.6241,99.52956,1,1871406.364,713649.5455,637977.5,75672.04545,1221090.909,936043.0816,9.9,99.58594333,98.94684667,,1,6434127.473,44172.52747,41604.3956,2568.131868,3321381.319,2565848.619,7.8,100.00768,97.46509333,98.03047667,1,7150970.921,6575307.829,6105437.164,469870.6645,3563609.171,1504610.648,7.2641,100.6180667,99.00383333,99.43360333,1,2551209.963,544413.0693,484702.2316,59710.83771,1115201.189,656643.011,24.6334,100.12777,,100.1566,0,2421348.175,4181991.554,4120490.349,61501.20482,1159122.289,1035947.592,5.0682,100.1793,99.45038667,99.72976333,0,938575.5128,676983.6795,575082.8462,101900.8333,1638717.115,3504967.242,5.2207,99.94201667,,101.0724,0,0,5636354.66,,99.47024333,,,
9/30/12,62892275.65,71886293.96,66269374.1,5616919.853,49849954.5,16985793.73,8.1048,99.47564333,98.72696667,99.63445,1,23257410.74,3602674.18,3247780.47,354893.71,6449712.23,2650633.732,8.9,99.22180667,98.57928667,99.34547333,1,6947778.803,10813985.91,10726228.89,87757.02249,7009247.832,3046407.381,6.9337,100.8101333,102.688,100.6755333,0,10361952.92,4464330.601,4440939.329,23391.27213,2396364.286,2074095.833,5.0737,101.0669667,100.164,99.42472667,0,3696299,4209865,4061573,148292,6545260,2259787.092,9.8,98.78578,97.37262,98.19150333,1,8330985,2228920,2107865,121055,2299402,1557910.98,24.8,98.7094,95.95164667,97.73078333,1,2754925,3631751,3296466,335285,380164,3741657.796,5.3,99.49467333,100.05423,98.90422,0,2540747.045,595597.9545,528915,66682.95455,1464082.727,940060.5424,9.9,99.12031667,98.85450333,,1,7228869.231,117869.2308,93661.53846,24207.69231,3728293.407,2597037.161,8,99.94312,97.75055667,98.57809,1,5216666.855,6362856.539,6201443.421,161413.1184,3420412.013,1506660.185,7.2901,99.75103333,99.0752,99.26256,1,3344104.55,726446.5035,576600.1383,149846.3652,1148332.605,658606.73,25.0241,100.0043367,,100.1355,0,2614698.795,4413015.06,4365800.602,47214.45783,1539385.542,1041970.109,5.1084,100.4532667,99.64323667,100.0138667,0,999258.0897,831335.1795,751037.859,80297.32051,1804135.256,3522928.966,5.022,100.2317167,,100.0702967,1,0,5737471.934,,99.31008667,,,
12/30/12,34869831.41,74863057.7,67326487.26,7536570.433,42987491.61,17005136.01,7.5143,99.40576667,99.04982,99.78052,0,14907241.44,4086633.07,3634046.31,452586.76,5296290.33,2648682.216,10.1,99.08811,98.01220333,99.06829,0,15110694.19,12961024.03,12871369.4,89654.6257,7885619.778,3054522.708,6.6985,101.19,102.5071333,100.6442667,1,5521521.202,4314641.597,4285784.472,28857.12468,2354082.822,2091734.875,4.8191,101.5860333,100.3806,99.44717,0,3010596,8110830,7880460,230370,4673897,2241704.379,11.6,98.8793,97.01670667,98.09312333,0,3169318,1721025,1571408,149617,1645969,1546029.465,25.8,98.93104333,95.89520333,97.47462333,0,2747124,4144248,3280006,864242,275644,3726077.498,5.1,99.42498667,99.90822,98.83705,0,844758.6364,450845.4545,363224.5455,87620.90909,1305050.227,936588.1972,10.1,98.82646,98.68127667,,0,5041118.681,363012.0879,303794.5055,59217.58242,3220941.758,2593043.851,7.6,100.1263,97.97321667,99.20077,0,2690274.605,5909657.52,5781901.289,127756.2303,3955912.112,1509775.679,6.7597,99.0901,99.27623333,99.26646667,0,6763703.53,744812.4268,687020.7715,57791.65524,1351611.944,661473.742,24.349,99.97494,,100.2335333,1,4725027.711,5193311.446,5148677.711,44633.73494,1660269.278,1047748.122,5.1184,99.90269,99.95343667,100.0173767,1,651991.0385,975844.2051,853514.8077,122329.3974,1734402.821,3525231.254,5.0619,99.89457333,,99.61805,0,0,5805575.592,,99.29410333,,,
3/30/13,36177307.23,78486647.32,72848765.7,5637881.628,44979009.65,17155746.26,8.0802,99.85307,98.79625333,100.0910967,0,17049751.7,4819196.46,4361843.13,457353.33,6325105.75,2648061.734,10.5,99.21602333,97.92769333,98.86213667,0,5105985.573,9889388.787,9824984.251,64404.53595,7083647.317,3051500.682,7.8055,101.2433,102.2064,100.3242333,0,9616449.434,3981987.881,3931238.144,50749.73747,2698211.35,2097572.018,4.8751,102.5029333,100.4926667,99.98864333,0,3560952,4544024,4342439,201585,4467133,2222726.875,12.7,99.01482667,97.08213,98.28462333,0,5245133,2812867,2644739,168128,2268701,1541087.863,26.9,99.18245,96.46740333,97.70745667,0,2508801,3645106,3291369,353737,317436,3708549.425,5.8,99.85190667,100.3067,99.29467667,0,1339155.227,540077.9545,514727.9545,25350,1250562.045,938609.8197,11.3,98.89168,98.83815667,,0,4693090.11,95115.38462,97896.7033,-2781.318681,2871223.077,2609758.058,7.8,99.96073333,98.07856,99.75529,0,2796945.809,6797410.928,6496001.763,301409.1645,3434230.816,1523318.44,7.5438,99.15243333,99.26226667,99.41091667,0,4124802.986,797318.7021,749920.9533,47397.74874,1360018.826,664212.5379,24.8735,100.1172,,100.3435667,0,2134788.555,3287400.602,3248170.482,39230.12048,1599568.951,1050615.252,5.9559,99.83993667,100.4230667,99.89613333,0,559714.1667,609883.3333,511785.2821,98098.05128,1099763.692,3551336.209,5.0968,99.76387333,,99.35518667,0,0,5898405.297,,98.67640667,,,
6/30/13,66145197.6,78602411.66,70964466.8,7637944.866,50789315.61,17176915.85,7.3924,99.66254667,99.43285333,100.4098333,1,56521308.58,3848262.33,3437431.37,410830.96,7582374.51,2665940.62,9.7,99.17666333,97.64640333,98.76387333,1,3553680.978,11883844.8,11758873.47,124971.3378,8535735.665,3122746.526,7.2749,101.0784667,101.9377,99.83218,0,15617201.42,4276825.056,4233116.699,43708.35745,3024209.817,2084153.154,4.9757,101.6992667,99.9728,99.62542,1,5042681,4453739,4232172,221567,6384648,2222854.702,12,99.12733,97.88457,98.69078667,1,7002860,2206253,2044031,162222,1992750,1539739.606,26.1,99.26329667,96.95964667,98.19106,1,3424398,3385326,3127834,257492,440918,3747500.761,5.2,99.86645333,100.5041667,99.7313,1,1769317.955,541998.4091,451697.2727,90301.13636,1624273.864,948661.2557,10.5,99.06675667,99.06232333,,1,7339251.648,96167.03297,84478.02198,11689.01099,3324926.374,2623745.955,7.6,99.94144,98.52361,100.4335333,1,7460742.507,7172364.934,6774991.375,397373.5592,3186735.467,1532159.128,7.0901,99.55111333,99.26536667,99.54097,1,2956099.519,542241.3195,488894.2024,53347.11714,1365725.294,671254.3382,25.1261,100.2068667,,100.4052333,0,2206161.813,4284953.439,4225893.662,59059.77711,1508642.421,1055368.923,5.5707,99.98522333,100.1280333,99.77375,0,1159313.218,754790.8846,666887.7051,87903.17949,1028768.231,3563434.53,4.8184,99.65654667,,99.19672667,0,0,5981228.786,,98.40939667,,,
9/30/13,65313710.09,80252191.16,74428154.94,5824036.216,52715313.57,17311482.41,7.3458,100.3163,99.31118,100.5736,1,21625108.2,3120290.99,2745165.33,375125.66,6903696.79,2666365.951,9.4,99.63763333,98.30232,99.05391667,1,7489318.528,11869298.62,11773569.3,95729.31897,8415677.02,3134118.589,6.7927,100.6496667,101.8424667,99.45272333,0,9461900.395,5017092.643,4943199.628,73893.01511,2655996.885,2104262.112,5.2,100.7031,99.95025333,99.61587333,0,4147554,5026179,4818686,207493,5789697,2226931.099,11.3,99.72526667,98.22116333,99.23828,1,9120066,2097128,1959244,137884,2146158,1538896.945,25.7,99.50144333,97.93974333,98.85780667,1,3145560,4064361,3842861,221500,360142,3767755.205,5.1,100.3515667,100.6753,100.2730333,0,2961398.182,522834.3182,461082.0455,61752.27273,1644438.182,956298.7125,9.8,99.34445667,99.32137,,1,7874460.44,132094.5055,117238.4615,14856.04396,3878269.231,2648559.907,7.8,100.8588333,99.63780333,101.1782,1,4928870.658,6385449.072,6169133.059,216316.0132,4045644.243,1544645.818,7.1356,99.11978,99.79183333,99.85523333,1,3889832.163,846619.1208,725071.1535,121547.9673,1303832.257,674335.9736,24.3151,99.99647333,,100.381,0,2708966.361,4241866.711,4154368.151,87498.56024,1721186.722,1063787.578,5.5533,100.1914667,100.4443333,99.84726333,0,1096536.295,843923.6026,718433.0256,125490.5769,1289928.833,3564877.281,4.6454,100.0356433,,99.50538,1,0,6076989.987,,98.65798,,,
12/30/13,36529794.82,81680212.33,74568035.2,7112177.126,43932316.12,17449671.13,6.6818,100.4637333,98.89926,100.5904,0,15316496.87,4821452.79,4304814.93,516637.86,6574132.44,2679811.394,10.1,99.98718,98.45422,99.39446,0,16722212.26,13740945.69,13652058.41,88887.28117,8884600.707,3134193.695,6.039,100.4673,101.7919333,99.21291667,1,5467363.2,5286251.889,5216688.385,69563.50438,2582187.275,2116713.506,4.606,99.91019333,99.06473667,99.99363667,0,3081917,8646088,8405177,240911,4381418,2222491.802,12.7,100.2931,98.12300667,99.71985,0,3036288,2009410,1805840,203570,1730402,1541461.041,25.7,99.72767333,98.37476333,99.57288333,0,2839460,4571636,3385132,1186504,305487,3780609.235,5,100.9411,101.0148,100.7045,0,1053149.773,516772.7273,431342.9545,85429.77273,1283453.182,957706.1373,9.8,99.65018,99.57017333,,0,5649259.341,132536.2637,53749.45055,78786.81319,3910674.725,2662621.335,7,101.6508667,99.86495333,101.6844,0,2859917.73,6641630.401,6408362.039,233268.3618,3971206.842,1560873.242,6.5299,99.69805333,99.75616667,100.1032333,0,7272967.585,775852.7066,621893.5191,153959.1875,1228180.639,683020.7968,23.9494,99.90477667,,100.2641,1,5271156.427,5203647.5,5122049.536,81597.96386,1772422.958,1072484.196,5.5691,100.5249667,100.6223,100.0905333,1,620765.2949,777697.3718,659506.1667,118191.2051,1193149.859,3585485.665,4.8249,100.1474333,,100.0023867,0,18124888.81,6210718.74,,99.05355667,,,
3/30/14,37313644.16,78139899.57,71641681.53,6498218.035,50093317.69,17400340.01,6.9425,100.2636333,99.36213333,100.6312333,0,18012894.79,4265401.56,3807752.79,457648.77,5766263.92,2681898.014,10.7,100.1442667,98.5494,99.44519,0,5524635.937,12041011.04,11955749.64,85261.40218,8120405.341,3149128.924,6.9857,100.2383333,101.3282,98.84784667,0,7370327.535,5812357.018,5650590.522,161766.4966,2595298.087,2131569.274,4.7789,100.1984,98.62019333,99.88922333,0,3662935,4242799,4023838,218961,4893585,2225008.812,13.6,100.4895667,98.54797667,100.0726367,0,5740009,2944707,2756711,187996,2500690,1547124.924,25.9,99.98719333,99.04662333,100.1835,0,3238502,3555375,3241619,313756,302943,3817223.344,5.4,101.017,101.3350667,100.7491,0,1409272.727,459684.3182,411164.7727,48519.54545,1679095.909,967873.8452,10.6,99.9602,99.82400333,,0,5647660.44,105437.3626,78526.37363,26910.98901,2673237.363,2680167.011,6.7,101.4470333,100.5144333,101.9551667,0,2994497.895,6547809.895,6293138.842,254671.0526,3915588.342,1563424.454,7.4212,100.1018667,99.6967,100.1714,0,4042147.73,821665.9767,779572.1743,42093.80243,1616913.086,680356.4683,24.9946,99.76495667,,100.2131333,0,1755682.095,3843565.217,3795285.742,48279.4759,1450071.458,1079924.836,6.4743,99.98564,99.96239,99.89348667,0,621974.2308,686171.2821,585639.4872,100531.7949,1132350.205,3585310.512,,99.98589333,,100.4936333,0,21331695.71,6282639.773,,99.01212667,,,
6/30/14,77909490.15,89835836.45,80108939.07,9726897.377,56660776.91,17635885.16,6.0757,100.4888333,99.46140667,100.7834333,1,56941922.13,4960805.87,4583307.79,377498.08,6830508.02,2684845.304,9.9,99.90670333,98.47728333,99.27036667,1,3577695.272,12108091.3,12015202.01,92889.29574,8596649.091,3110383.459,6.6859,99.35510333,100.8984667,98.55433333,0,18386668.07,5103154.634,5042931.76,60222.87362,3038246.53,2157515.213,4.8707,100.3155333,98.99567333,99.64653,1,5558018,4302025,4013888,288137,5803585,2224873.943,12.2,100.5110667,99.61835333,100.2289667,1,6994960,2278742,2122912,155830,2220274,1554293.559,24.5,100.1057,99.62956667,100.6068333,1,4014159,3776298,3498600,277698,500278,3816054.833,4.9,100.9464,101.4901,100.4159,1,2166175.682,554283.8636,459990.6818,94293.18182,1828733.636,978753.5359,9.1,100.0482667,100.0889667,,1,7866698.901,90536.26374,69395.6044,21140.65934,4034865.934,2697740.968,6.2,101.7291,101.0034333,101.9566667,1,7369564.901,7224526.092,6976735.303,247790.7895,3987673.954,1577703.665,7.062,100.02842,99.95093333,100.3005667,1,3534069.656,678843.3767,632611.0769,46232.29979,1805619.699,682017.9278,25.2891,99.83175667,,100.3563333,0,2145459.643,4282167.157,4218459.849,63707.30723,1352875.596,1085787.782,5.8507,99.7055,99.42231,99.63714,0,1222611.154,937556.2436,803306.9103,134249.3333,1386355.038,3602643.777,,100.2829333,,101.0368667,0,16941446.67,6426398.356,,99.21254333,,,
9/30/14,58685477.09,87198825.8,80725036.32,6473789.481,53143503.59,17851207.37,6.1835,100.7268333,99.56174333,100.8644667,1,26188324.16,4628113.53,4054228.76,573884.77,7080478.43,2697390.047,9.9,99.74412333,98.44619333,99.17191333,1,7568023.59,11762114.82,11655079.87,107034.953,7887780.988,3116348.546,6.6216,98.62487667,100.7029,98.49594667,0,8466832.564,5498381.846,5437022.351,61359.49532,2959384.877,2164984.509,5.2185,100.0162467,99.04007333,99.85330333,0,4643150,4647126,4442769,204357,5823370,2228025.757,11.8,100.2540333,99.19015,99.98523333,1,9280410,1976840,1828543,148297,2040043,1565795.876,23.7,100.3534,99.84869333,100.9621,1,3690436,4295984,3858088,437896,298805,3834751.52,4.8,100.7131,101.3094,99.94800333,0,2989697.045,439464.0909,411015,28449.09091,1659956.591,986895.9726,8.2,100.0645333,99.92188667,,1,9288415.385,148070.3297,111574.7253,36495.6044,4206849.451,2713278.676,6.1,101.6092667,101.0335,101.6671333,1,5787524.007,7410975.579,7130752.704,280222.875,4200875.822,1592834.652,7.0234,100.4537667,99.86073333,100.3767333,1,3365286.017,737809.489,641776.8498,96032.63917,1440884.601,686365.6143,25.2226,100.0751267,,100.6605667,0,2708782.293,4121087.958,4049566.717,71521.24096,1456633.373,1090984.133,6.0264,100.5223333,99.39439333,99.85953333,0,1305782.026,901156.9615,804404.3077,96752.65385,1354817.705,3591203.409,,101.4907,,100.9136,1,18347862.18,6543755.685,,99.24670667,,,
